Chromosome	gene	max_pvalue	phenotype	phenotype_number	log10
6	SORBI_3006G050400	9.65E-08	Sum_Cer_Sum_GalCer	1	7.015504506
6	SORBI_3006G050500	9.65E-08	Sum_Cer_Sum_GalCer	1	7.015504506
6	SORBI_3006G050800	4.65E-10	Sum_Cer_Sum_PA	1	9.33266521
6	SORBI_3006G052400	9.77E-08	Sum_Cer_Sum_PA	1	7.010252241
6	SORBI_3006G052500	9.77E-08	Sum_Cer_Sum_PA	1	7.010252241
6	SORBI_3006G052650	9.77E-08	Sum_Cer_Sum_PA	1	7.010252241
6	SORBI_3006G052800	1.02E-12	Sum_Cer_Sum_DG	1	11.9911121
6	SORBI_3006G055700	4.01E-09	TG_48_4_	1	8.396490259
6	SORBI_3006G056300	4.54E-09	Sum_FA_Sum_PA	1	8.342982987
6	SORBI_3006G056400	4.54E-09	Sum_FA_Sum_PA	1	8.342982987
6	SORBI_3006G058000	6.97E-08	Sum_Cer_Sum_PA	1	7.156787535
6	SORBI_3006G059700	9.09E-08	Sum_FA_Sum_GalCer	1	7.041559973
6	SORBI_3006G060400	3.15E-08	Sum_Cer_Sum_PA	1	7.501894371
6	SORBI_3006G061000	1.47E-08	Sum_FA_Sum_GalCer	1	7.831822315
6	SORBI_3006G063100	7.51E-08	Sum_AEG_Sum_PE	1	7.12436839
6	SORBI_3006G063600	4.95E-08	TG_46_3_	1	7.305040842
6	SORBI_3006G063700	7.87E-09	TG_46_3_	1	8.103922142
6	SORBI_3006G067100	8.54E-08	TG_46_3_	1	7.068776223
6	SORBI_3006G067150	8.54E-08	TG_46_3_	1	7.068776223
6	SORBI_3006G067200	8.54E-08	TG_46_3_	1	7.068776223
6	SORBI_3006G067300	8.54E-08	TG_46_3_	1	7.068776223
6	SORBI_3006G067400	8.54E-08	TG_46_3_	1	7.068776223
6	SORBI_3006G068400	7.83E-08	Sum_LPC_Sum_PA	1	7.106026301
6	SORBI_3006G069200	8.48E-08	Sum_PC_Sum_PG	1	7.071379581
6	SORBI_3006G069300	8.48E-08	Sum_PC_Sum_PG	1	7.071379581
6	SORBI_3006G069400	8.48E-08	Sum_PC_Sum_PG	1	7.071379581
6	SORBI_3006G072000	1.26E-09	TG_48_4_	1	8.898871824
6	SORBI_3006G072400	2.83E-08	Sum_Cer_Sum_PA	1	7.547664828
6	SORBI_3006G072501	8.96E-08	Sum_FA_Sum_PA	1	7.047813474
6	SORBI_3006G075000	6.97E-09	Sum_Cer_Sum_PC	1	8.156715508
6	SORBI_3006G075100	6.30E-08	Sum_LPE_Sum_PE	1	7.200661381
6	SORBI_3006G075200	6.30E-08	Sum_LPE_Sum_PE	1	7.200661381
6	SORBI_3006G076000	6.63E-08	Sum_Cer_Sum_PG	1	7.178745357
6	SORBI_3006G076100	6.63E-08	Sum_Cer_Sum_PG	1	7.178745357
6	SORBI_3006G076201	6.63E-08	Sum_Cer_Sum_PG	1	7.178745357
6	SORBI_3006G076300	6.63E-08	Sum_Cer_Sum_PG	1	7.178745357
6	SORBI_3006G079500	2.44E-08	Sum_LPC_Sum_PE	1	7.613315407
6	SORBI_3006G080300	1.54E-09	Sum_AEG_Sum_MGDG	1	8.812593226
6	SORBI_3006G080400	1.54E-09	Sum_AEG_Sum_MGDG	1	8.812593226
6	SORBI_3006G081200	5.77E-08	Sum_LPE_Sum_PE	1	7.238984687
6	SORBI_3006G081400	5.77E-08	Sum_LPE_Sum_PE	1	7.238984687
6	SORBI_3006G081500	5.77E-08	Sum_LPE_Sum_PE	1	7.238984687
6	SORBI_3006G082800	2.43E-09	FA_22_0__amide	1	8.615238831
6	SORBI_3006G082900	2.43E-09	FA_22_0__amide	1	8.615238831
6	SORBI_3006G083000	2.43E-09	FA_22_0__amide	1	8.615238831
6	SORBI_3006G083050	2.43E-09	FA_22_0__amide	1	8.615238831
6	SORBI_3006G083100	2.43E-09	FA_22_0__amide	1	8.615238831
6	SORBI_3006G083201	9.56E-08	Sum_FA_Sum_LPC	1	7.019585812
6	SORBI_3006G083300	9.56E-08	Sum_FA_Sum_LPC	1	7.019585812
6	SORBI_3006G083400	4.35E-09	Sum_PC_Sum_PE	1	8.361334066
6	SORBI_3006G083500	4.35E-09	Sum_PC_Sum_PE	1	8.361334066
6	SORBI_3006G083600	4.35E-09	Sum_PC_Sum_PE	1	8.361334066
6	SORBI_3006G084300	7.27E-09	FA_22_0__amide	1	8.138560284
6	SORBI_3006G084400	7.27E-09	FA_22_0__amide	1	8.138560284
6	SORBI_3006G084500	7.27E-09	FA_22_0__amide	1	8.138560284
6	SORBI_3006G084600	7.27E-09	FA_22_0__amide	1	8.138560284
6	SORBI_3006G084701	7.27E-09	FA_22_0__amide	1	8.138560284
6	SORBI_3006G084900	5.30E-10	FA_22_0__amide	1	9.275454132
6	SORBI_3006G085300	5.51E-08	FA_22_0__amide	1	7.258905312
6	SORBI_3006G085500	5.51E-08	FA_22_0__amide	1	7.258905312
6	SORBI_3006G085601	5.51E-08	FA_22_0__amide	1	7.258905312
6	SORBI_3006G085700	5.51E-08	FA_22_0__amide	1	7.258905312
6	SORBI_3006G085800	5.51E-08	FA_22_0__amide	1	7.258905312
6	SORBI_3006G085900	5.51E-08	FA_22_0__amide	1	7.258905312
6	SORBI_3006G094201	8.05E-08	SQDG_32_0_	1	7.094158481
6	SORBI_3006G094300	9.06E-08	Sum_DGDG_Sum_PE	1	7.042789793
6	SORBI_3006G094500	9.06E-08	Sum_DGDG_Sum_PE	1	7.042789793
6	SORBI_3006G094600	9.06E-08	Sum_DGDG_Sum_PE	1	7.042789793
6	SORBI_3006G094800	9.06E-08	Sum_DGDG_Sum_PE	1	7.042789793
6	SORBI_3006G099100	6.13E-16	Sum_AEG_Sum_Cer	1	15.21219775
6	SORBI_3006G099200	6.13E-16	Sum_AEG_Sum_Cer	1	15.21219775
6	SORBI_3006G099300	6.13E-16	Sum_AEG_Sum_Cer	1	15.21219775
6	SORBI_3006G099400	6.13E-16	Sum_AEG_Sum_Cer	1	15.21219775
6	SORBI_3006G099501	6.13E-16	Sum_AEG_Sum_Cer	1	15.21219775
6	SORBI_3006G104200	5.05E-08	Sum_LPC_Sum_PE	1	7.296530211
6	SORBI_3006G104300	3.22E-09	Sum_LPC_Sum_PE	1	8.4925214
6	SORBI_3006G104400	3.22E-09	Sum_LPC_Sum_PE	1	8.4925214
6	SORBI_3006G104500	3.22E-09	Sum_LPC_Sum_PE	1	8.4925214
6	SORBI_3006G105700	2.71E-08	Sum_LPC_Sum_PE	1	7.567740262
6	SORBI_3006G105750	2.71E-08	Sum_LPC_Sum_PE	1	7.567740262
6	SORBI_3006G105800	2.71E-08	Sum_LPC_Sum_PE	1	7.567740262
6	SORBI_3006G105900	2.71E-08	Sum_LPC_Sum_PE	1	7.567740262
6	SORBI_3006G106000	2.71E-08	Sum_LPC_Sum_PE	1	7.567740262
6	SORBI_3006G106100	2.71E-08	Sum_LPC_Sum_PE	1	7.567740262
6	SORBI_3006G107400	5.18E-10	Sum_LPC_Sum_PE	1	9.286061533
6	SORBI_3006G107500	2.46E-08	Sum_LPC_Sum_PE	1	7.608450078
6	SORBI_3006G107600	2.46E-08	Sum_LPC_Sum_PE	1	7.608450078
6	SORBI_3006G107700	1.52E-08	Sum_LPC_Sum_PE	1	7.818879314
6	SORBI_3006G109500	1.70E-08	Sum_FA_Sum_LPC	1	7.768836358
6	SORBI_3006G109600	1.70E-08	Sum_FA_Sum_LPC	1	7.768836358
6	SORBI_3006G109650	1.70E-08	Sum_FA_Sum_LPC	1	7.768836358
6	SORBI_3006G109700	1.70E-08	Sum_FA_Sum_LPC	1	7.768836358
6	SORBI_3006G112300	1.63E-08	SQDG_32_0_	1	7.786592491
6	SORBI_3006G113200	3.24E-08	AEG_o_30_2_	1	7.49012397
6	SORBI_3006G113301	3.24E-08	AEG_o_30_2_	1	7.49012397
6	SORBI_3006G113400	3.24E-08	AEG_o_30_2_	1	7.49012397
6	SORBI_3006G114600	5.32E-09	Sum_Cer_Sum_PA	1	8.27422872
6	SORBI_3006G114700	5.32E-09	Sum_Cer_Sum_PA	1	8.27422872
6	SORBI_3006G114800	5.32E-09	Sum_Cer_Sum_PA	1	8.27422872
6	SORBI_3006G116300	8.68E-08	Sum_DGDG_Sum_PE	1	7.061323697
6	SORBI_3006G116400	8.68E-08	Sum_DGDG_Sum_PE	1	7.061323697
6	SORBI_3006G117400	7.84E-08	Sum_LPC_Sum_PE	1	7.105430193
6	SORBI_3006G117500	7.84E-08	Sum_LPC_Sum_PE	1	7.105430193
6	SORBI_3006G117600	7.84E-08	Sum_LPC_Sum_PE	1	7.105430193
6	SORBI_3006G117700	7.84E-08	Sum_LPC_Sum_PE	1	7.105430193
6	SORBI_3006G117800	7.84E-08	Sum_LPC_Sum_PE	1	7.105430193
6	SORBI_3006G117900	8.20E-08	Sum_LPC_Sum_PE	1	7.086057785
6	SORBI_3006G118000	8.20E-08	Sum_LPC_Sum_PE	1	7.086057785
6	SORBI_3006G118100	7.81E-08	Sum_LPC_Sum_PE	1	7.107576739
6	SORBI_3006G118150	7.81E-08	Sum_LPC_Sum_PE	1	7.107576739
6	SORBI_3006G118200	7.81E-08	Sum_LPC_Sum_PE	1	7.107576739
6	SORBI_3006G118300	7.81E-08	Sum_LPC_Sum_PE	1	7.107576739
6	SORBI_3006G118400	7.81E-08	Sum_LPC_Sum_PE	1	7.107576739
6	SORBI_3006G118500	7.81E-08	Sum_LPC_Sum_PE	1	7.107576739
6	SORBI_3006G120000	8.69E-08	Sum_LPC_Sum_PE	1	7.060933398
6	SORBI_3006G120100	8.69E-08	Sum_LPC_Sum_PE	1	7.060933398
6	SORBI_3006G120200	8.69E-08	Sum_LPC_Sum_PE	1	7.060933398
6	SORBI_3006G120301	8.69E-08	Sum_LPC_Sum_PE	1	7.060933398
6	SORBI_3006G120400	8.69E-08	Sum_LPC_Sum_PE	1	7.060933398
6	SORBI_3006G123300	8.70E-08	Sum_FA_Sum_PA	1	7.060513895
6	SORBI_3006G123400	8.70E-08	Sum_FA_Sum_PA	1	7.060513895
6	SORBI_3006G123500	8.70E-08	Sum_FA_Sum_PA	1	7.060513895
6	SORBI_3006G123600	8.70E-08	Sum_FA_Sum_PA	1	7.060513895
6	SORBI_3006G124200	5.91E-08	Sum_LPC_Sum_PA	1	7.228594579
6	SORBI_3006G124300	5.91E-08	Sum_LPC_Sum_PA	1	7.228594579
6	SORBI_3006G124400	1.07E-17	Sum_FA_Sum_PA	1	16.97256028
6	SORBI_3006G132300	9.98E-09	SQDG_32_0_	1	8.001072728
6	SORBI_3006G132400	9.98E-09	SQDG_32_0_	1	8.001072728
6	SORBI_3006G132500	9.98E-09	SQDG_32_0_	1	8.001072728
6	SORBI_3006G132600	9.98E-09	SQDG_32_0_	1	8.001072728
6	SORBI_3006G132700	9.98E-09	SQDG_32_0_	1	8.001072728
6	SORBI_3006G132800	9.98E-09	SQDG_32_0_	1	8.001072728
6	SORBI_3006G135300	2.49E-08	Sum_LPE_Sum_MGDG	1	7.604540805
6	SORBI_3006G135500	2.49E-08	Sum_LPE_Sum_MGDG	1	7.604540805
6	SORBI_3006G135525	2.49E-08	Sum_LPE_Sum_MGDG	1	7.604540805
6	SORBI_3006G137100	5.55E-08	Sum_Cer_Sum_PA	1	7.255888754
6	SORBI_3006G137200	5.55E-08	Sum_Cer_Sum_PA	1	7.255888754
6	SORBI_3006G137300	5.55E-08	Sum_Cer_Sum_PA	1	7.255888754
6	SORBI_3006G137400	5.55E-08	Sum_Cer_Sum_PA	1	7.255888754
6	SORBI_3006G138500	1.73E-09	Sum_LPE_Sum_MGDG	1	8.761547407
6	SORBI_3006G138600	1.73E-09	Sum_LPE_Sum_MGDG	1	8.761547407
6	SORBI_3006G138700	1.73E-09	Sum_LPE_Sum_MGDG	1	8.761547407
6	SORBI_3006G138800	1.73E-09	Sum_LPE_Sum_MGDG	1	8.761547407
6	SORBI_3006G145400	1.19E-08	Sum_AEG_Sum_PC	1	7.923970474
6	SORBI_3006G145500	1.19E-08	Sum_AEG_Sum_PC	1	7.923970474
6	SORBI_3006G150700	4.34E-08	TG_58_6_	1	7.362701742
6	SORBI_3006G150800	4.34E-08	TG_58_6_	1	7.362701742
6	SORBI_3006G150900	4.34E-08	TG_58_6_	1	7.362701742
6	SORBI_3006G151001	4.34E-08	TG_58_6_	1	7.362701742
6	SORBI_3006G151300	2.17E-08	Sum_FA_Sum_GalCer	1	7.662730072
6	SORBI_3006G151500	2.17E-08	Sum_FA_Sum_GalCer	1	7.662730072
6	SORBI_3006G152000	3.85E-09	Sum_PA_Sum_PS	1	8.414356229
6	SORBI_3006G152100	3.85E-09	Sum_PA_Sum_PS	1	8.414356229
6	SORBI_3006G153500	2.94E-09	Sum_FA_Sum_GalCer	1	8.53188805
6	SORBI_3006G153550	2.94E-09	Sum_FA_Sum_GalCer	1	8.53188805
6	SORBI_3006G153600	2.94E-09	Sum_FA_Sum_GalCer	1	8.53188805
6	SORBI_3006G153700	2.94E-09	Sum_FA_Sum_GalCer	1	8.53188805
6	SORBI_3006G153900	2.94E-09	Sum_FA_Sum_GalCer	1	8.53188805
6	SORBI_3006G154800	6.90E-10	Sum_FA_Sum_GalCer	1	9.161096154
6	SORBI_3006G154900	6.90E-10	Sum_FA_Sum_GalCer	1	9.161096154
6	SORBI_3006G155000	6.90E-10	Sum_FA_Sum_GalCer	1	9.161096154
6	SORBI_3006G155100	6.90E-10	Sum_FA_Sum_GalCer	1	9.161096154
6	SORBI_3006G155150	6.90E-10	Sum_FA_Sum_GalCer	1	9.161096154
6	SORBI_3006G155200	6.90E-10	Sum_FA_Sum_GalCer	1	9.161096154
6	SORBI_3006G155300	6.90E-10	Sum_FA_Sum_GalCer	1	9.161096154
6	SORBI_3006G155400	6.90E-10	Sum_FA_Sum_GalCer	1	9.161096154
6	SORBI_3006G155500	1.41E-09	Sum_FA_Sum_GalCer	1	8.850766719
6	SORBI_3006G155600	1.41E-09	Sum_FA_Sum_GalCer	1	8.850766719
6	SORBI_3006G155700	1.41E-09	Sum_FA_Sum_GalCer	1	8.850766719
6	SORBI_3006G155800	1.41E-09	Sum_FA_Sum_GalCer	1	8.850766719
6	SORBI_3006G155900	1.41E-09	Sum_FA_Sum_GalCer	1	8.850766719
6	SORBI_3006G156000	4.77E-09	Sum_FA_Sum_GalCer	1	8.321085565
6	SORBI_3006G156200	1.14E-10	Sum_FA_Sum_GalCer	1	9.944413364
6	SORBI_3006G159300	2.08E-08	Sum_DGDG_Sum_PG	1	7.682464821
6	SORBI_3006G159350	2.08E-08	Sum_DGDG_Sum_PG	1	7.682464821
6	SORBI_3006G159400	2.08E-08	Sum_DGDG_Sum_PG	1	7.682464821
6	SORBI_3006G159500	2.08E-08	Sum_DGDG_Sum_PG	1	7.682464821
6	SORBI_3006G159600	2.08E-08	Sum_DGDG_Sum_PG	1	7.682464821
6	SORBI_3006G159700	2.08E-08	Sum_DGDG_Sum_PG	1	7.682464821
6	SORBI_3006G159800	2.08E-08	Sum_DGDG_Sum_PG	1	7.682464821
6	SORBI_3006G165300	8.54E-08	Sum_SQDG_Sum_TG	1	7.068644053
6	SORBI_3006G165400	8.54E-08	Sum_SQDG_Sum_TG	1	7.068644053
6	SORBI_3006G165501	8.54E-08	Sum_SQDG_Sum_TG	1	7.068644053
6	SORBI_3006G167600	3.35E-09	Sum_DG_Sum_SQDG	1	8.474683552
6	SORBI_3006G167700	3.35E-09	Sum_DG_Sum_SQDG	1	8.474683552
6	SORBI_3006G167800	3.35E-09	Sum_DG_Sum_SQDG	1	8.474683552
6	SORBI_3006G169900	6.27E-08	Sum_AEG_Sum_Cer	1	7.202398313
6	SORBI_3006G169950	6.27E-08	Sum_AEG_Sum_Cer	1	7.202398313
6	SORBI_3006G170000	6.27E-08	Sum_AEG_Sum_Cer	1	7.202398313
6	SORBI_3006G170100	6.27E-08	Sum_AEG_Sum_Cer	1	7.202398313
6	SORBI_3006G173700	6.59E-08	Sum_MGDG_Sum_TG	1	7.181324139
6	SORBI_3006G173800	6.59E-08	Sum_MGDG_Sum_TG	1	7.181324139
6	SORBI_3006G178500	2.66E-08	Sum_Cer_Sum_PA	1	7.574421602
6	SORBI_3006G179400	3.09E-09	Sum_FA_Sum_GalCer	1	8.509491622
6	SORBI_3006G179500	3.09E-09	Sum_FA_Sum_GalCer	1	8.509491622
6	SORBI_3006G182500	1.19E-17	FA_22_1_	1	16.92608232
6	SORBI_3006G182700	1.19E-17	FA_22_1_	1	16.92608232
6	SORBI_3006G182800	1.19E-17	FA_22_1_	1	16.92608232
6	SORBI_3006G182900	1.19E-17	FA_22_1_	1	16.92608232
6	SORBI_3006G183000	1.12E-09	FA_22_1_	1	8.949367011
6	SORBI_3006G183400	9.05E-10	FA_22_1_	1	9.043290288
6	SORBI_3006G183500	9.05E-10	FA_22_1_	1	9.043290288
6	SORBI_3006G183600	3.38E-18	FA_22_1_	1	17.47049855
6	SORBI_3006G183701	3.38E-18	FA_22_1_	1	17.47049855
6	SORBI_3006G183800	3.38E-18	FA_22_1_	1	17.47049855
6	SORBI_3006G183900	3.38E-18	FA_22_1_	1	17.47049855
6	SORBI_3006G184000	4.18E-10	FA_22_1_	1	9.379300145
6	SORBI_3006G184400	1.03E-12	FA_22_1_	1	11.98923885
6	SORBI_3006G184500	2.69E-12	FA_22_1_	1	11.57092601
6	SORBI_3006G185400	6.63E-08	TG_56_9_	1	7.178441341
6	SORBI_3006G185500	6.63E-08	TG_56_9_	1	7.178441341
6	SORBI_3006G185600	6.63E-08	TG_56_9_	1	7.178441341
6	SORBI_3006G188800	8.04E-08	Sum_FA_Sum_PC	1	7.094540896
6	SORBI_3006G189200	4.15E-08	Sum_MGDG_Sum_TG	1	7.381477787
6	SORBI_3006G189500	2.28E-08	PC_32_2_	1	7.641386242
6	SORBI_3006G189600	2.28E-08	PC_32_2_	1	7.641386242
6	SORBI_3006G189700	2.28E-08	PC_32_2_	1	7.641386242
6	SORBI_3006G189801	2.28E-08	PC_32_2_	1	7.641386242
6	SORBI_3006G189900	2.28E-08	PC_32_2_	1	7.641386242
6	SORBI_3006G190000	9.72E-08	FA_22_1_	1	7.01245354
6	SORBI_3006G190300	1.25E-08	Sum_FA_Sum_PA	1	7.901803603
6	SORBI_3006G190500	2.14E-13	FA_22_1_	1	12.6701402
6	SORBI_3006G190600	2.14E-13	FA_22_1_	1	12.6701402
6	SORBI_3006G190700	1.63E-12	FA_22_1_	1	11.78795283
6	SORBI_3006G190800	1.63E-12	FA_22_1_	1	11.78795283
6	SORBI_3006G190850	1.63E-12	FA_22_1_	1	11.78795283
6	SORBI_3006G190900	1.63E-12	FA_22_1_	1	11.78795283
6	SORBI_3006G191200	5.73E-17	FA_22_1_	1	16.24195014
6	SORBI_3006G191400	6.34E-17	FA_22_1_	1	16.19797925
6	SORBI_3006G191500	3.34E-17	FA_22_1_	1	16.4762066
6	SORBI_3006G192150	2.24E-17	FA_22_1_	1	16.64965253
6	SORBI_3006G192800	6.58E-08	Sum_MGDG_Sum_TG	1	7.181935644
6	SORBI_3006G192900	6.58E-08	Sum_MGDG_Sum_TG	1	7.181935644
6	SORBI_3006G193000	6.58E-08	Sum_MGDG_Sum_TG	1	7.181935644
6	SORBI_3006G193100	6.58E-08	Sum_MGDG_Sum_TG	1	7.181935644
6	SORBI_3006G193200	6.58E-08	Sum_MGDG_Sum_TG	1	7.181935644
6	SORBI_3006G193400	7.44E-08	Sum_PA_Sum_PC	1	7.128470204
6	SORBI_3006G193500	7.44E-08	Sum_PA_Sum_PC	1	7.128470204
6	SORBI_3006G193600	7.44E-08	Sum_PA_Sum_PC	1	7.128470204
6	SORBI_3006G193700	1.76E-12	FA_22_1_	1	11.75521217
6	SORBI_3006G193801	1.76E-12	FA_22_1_	1	11.75521217
6	SORBI_3006G193900	1.76E-12	FA_22_1_	1	11.75521217
6	SORBI_3006G194000	6.25E-15	FA_22_1_	1	14.20430583
6	SORBI_3006G194100	6.25E-15	FA_22_1_	1	14.20430583
6	SORBI_3006G194150	6.25E-15	FA_22_1_	1	14.20430583
6	SORBI_3006G194900	2.33E-10	FA_22_1_	1	9.633449482
6	SORBI_3006G195000	2.69E-12	FA_22_1_	1	11.57087831
6	SORBI_3006G195100	2.69E-12	FA_22_1_	1	11.57087831
6	SORBI_3006G195200	7.24E-16	FA_22_1_	1	15.13998763
6	SORBI_3006G195400	7.24E-16	FA_22_1_	1	15.13998763
6	SORBI_3006G195500	7.24E-16	FA_22_1_	1	15.13998763
6	SORBI_3006G197800	9.06E-08	Sum_AEG_Sum_TG	1	7.042965334
6	SORBI_3006G200901	8.18E-08	Sum_PA_Sum_TG	1	7.087481268
6	SORBI_3006G201000	8.18E-08	Sum_PA_Sum_TG	1	7.087481268
6	SORBI_3006G205400	4.30E-08	Sum_Cer_Sum_PA	1	7.36609666
6	SORBI_3006G205500	4.30E-08	Sum_Cer_Sum_PA	1	7.36609666
6	SORBI_3006G205600	4.30E-08	Sum_Cer_Sum_PA	1	7.36609666
6	SORBI_3006G205700	4.30E-08	Sum_Cer_Sum_PA	1	7.36609666
6	SORBI_3006G205900	9.24E-08	Sum_FA_Sum_GalCer	1	7.034209648
6	SORBI_3006G206000	9.24E-08	Sum_FA_Sum_GalCer	1	7.034209648
6	SORBI_3006G207000	7.50E-08	Sum_Cer_Sum_PA	1	7.125093663
6	SORBI_3006G207400	3.34E-08	Sum_DG_Sum_TG	1	7.47627954
6	SORBI_3006G207500	3.34E-08	Sum_DG_Sum_TG	1	7.47627954
6	SORBI_3006G207800	5.74E-08	DG_36_5_	1	7.240926979
6	SORBI_3006G207900	5.74E-08	DG_36_5_	1	7.240926979
6	SORBI_3006G208000	5.74E-08	DG_36_5_	1	7.240926979
6	SORBI_3006G208050	5.74E-08	DG_36_5_	1	7.240926979
6	SORBI_3006G208500	7.80E-08	DGTS_34_5_	1	7.10812232
6	SORBI_3006G210400	9.60E-08	DG_36_5_	1	7.017725284
6	SORBI_3006G210500	9.60E-08	DG_36_5_	1	7.017725284
6	SORBI_3006G210600	9.60E-08	DG_36_5_	1	7.017725284
6	SORBI_3006G210700	9.60E-08	DG_36_5_	1	7.017725284
6	SORBI_3006G212000	3.40E-08	DG_36_5_	1	7.468498475
6	SORBI_3006G212100	3.40E-08	DG_36_5_	1	7.468498475
6	SORBI_3006G212200	2.55E-08	DG_36_5_	1	7.593071513
6	SORBI_3006G212300	2.55E-08	DG_36_5_	1	7.593071513
6	SORBI_3006G212350	2.55E-08	DG_36_5_	1	7.593071513
6	SORBI_3006G212400	2.55E-08	DG_36_5_	1	7.593071513
6	SORBI_3006G212500	2.55E-08	DG_36_5_	1	7.593071513
6	SORBI_3006G215000	8.32E-08	FA_22_1_	1	7.080096539
6	SORBI_3006G215050	1.32E-08	FA_22_1_	1	7.880395759
6	SORBI_3006G215100	1.32E-08	FA_22_1_	1	7.880395759
6	SORBI_3006G215200	1.32E-08	FA_22_1_	1	7.880395759
6	SORBI_3006G215300	1.32E-08	FA_22_1_	1	7.880395759
6	SORBI_3006G216100	4.05E-09	DG_36_5_	1	8.392444833
6	SORBI_3006G216150	4.05E-09	DG_36_5_	1	8.392444833
6	SORBI_3006G216200	4.05E-09	DG_36_5_	1	8.392444833
6	SORBI_3006G216300	4.05E-09	DG_36_5_	1	8.392444833
6	SORBI_3006G216600	4.09E-08	FA_22_1_	1	7.388446195
6	SORBI_3006G216700	4.09E-08	FA_22_1_	1	7.388446195
6	SORBI_3006G216800	4.09E-08	FA_22_1_	1	7.388446195
6	SORBI_3006G218000	6.34E-09	PC_38_2_	1	8.198171054
6	SORBI_3006G218050	6.34E-09	PC_38_2_	1	8.198171054
6	SORBI_3006G218100	6.34E-09	PC_38_2_	1	8.198171054
6	SORBI_3006G218200	6.34E-09	PC_38_2_	1	8.198171054
6	SORBI_3006G218300	6.34E-09	PC_38_2_	1	8.198171054
6	SORBI_3006G222100	3.03E-08	Sum_Cer_Sum_PA	1	7.518975097
6	SORBI_3006G222200	3.03E-08	Sum_Cer_Sum_PA	1	7.518975097
6	SORBI_3006G223400	4.20E-08	Sum_AEG_Sum_PA	1	7.377139784
6	SORBI_3006G223500	4.20E-08	Sum_AEG_Sum_PA	1	7.377139784
6	SORBI_3006G227400	4.73E-08	Sum_FA_Sum_LPC	1	7.325380038
6	SORBI_3006G227500	4.73E-08	Sum_FA_Sum_LPC	1	7.325380038
6	SORBI_3006G227800	6.92E-08	PC_38_2_	1	7.160088691
6	SORBI_3006G227900	6.92E-08	PC_38_2_	1	7.160088691
6	SORBI_3006G228000	6.92E-08	PC_38_2_	1	7.160088691
6	SORBI_3006G228100	6.92E-08	PC_38_2_	1	7.160088691
6	SORBI_3006G230300	6.39E-10	Sum_AEG_Sum_Cer	1	9.194290133
6	SORBI_3006G230400	6.39E-10	Sum_AEG_Sum_Cer	1	9.194290133
6	SORBI_3006G230500	6.39E-10	Sum_AEG_Sum_Cer	1	9.194290133
6	SORBI_3006G230600	6.39E-10	Sum_AEG_Sum_Cer	1	9.194290133
6	SORBI_3006G230700	6.39E-10	Sum_AEG_Sum_Cer	1	9.194290133
6	SORBI_3006G230800	6.39E-10	Sum_AEG_Sum_Cer	1	9.194290133
6	SORBI_3006G230900	6.39E-10	Sum_AEG_Sum_Cer	1	9.194290133
6	SORBI_3006G232100	3.18E-09	Sum_AEG_Sum_Cer	1	8.497673134
6	SORBI_3006G232200	3.18E-09	Sum_AEG_Sum_Cer	1	8.497673134
6	SORBI_3006G232300	3.18E-09	Sum_AEG_Sum_Cer	1	8.497673134
6	SORBI_3006G232400	3.18E-09	Sum_AEG_Sum_Cer	1	8.497673134
6	SORBI_3006G232500	3.18E-09	Sum_AEG_Sum_Cer	1	8.497673134
6	SORBI_3006G232600	3.18E-09	Sum_AEG_Sum_Cer	1	8.497673134
6	SORBI_3006G233400	9.32E-08	Sum_AEG_Sum_Cer	1	7.030641127
6	SORBI_3006G233500	9.32E-08	Sum_AEG_Sum_Cer	1	7.030641127
6	SORBI_3006G233600	9.32E-08	Sum_AEG_Sum_Cer	1	7.030641127
6	SORBI_3006G233700	9.32E-08	Sum_AEG_Sum_Cer	1	7.030641127
6	SORBI_3006G233800	9.32E-08	Sum_AEG_Sum_Cer	1	7.030641127
6	SORBI_3006G235000	7.70E-08	Sum_AEG_Sum_PC	1	7.113276003
6	SORBI_3006G235100	7.70E-08	Sum_AEG_Sum_PC	1	7.113276003
6	SORBI_3006G235200	7.70E-08	Sum_AEG_Sum_PC	1	7.113276003
6	SORBI_3006G240000	2.74E-10	Sum_AEG_Sum_Cer	1	9.562913432
6	SORBI_3006G240100	2.74E-10	Sum_AEG_Sum_Cer	1	9.562913432
6	SORBI_3006G240200	2.74E-10	Sum_AEG_Sum_Cer	1	9.562913432
6	SORBI_3006G240600	8.02E-09	Sum_AEG_Sum_PA	1	8.09606548
6	SORBI_3006G240650	8.02E-09	Sum_AEG_Sum_PA	1	8.09606548
6	SORBI_3006G244800	3.69E-11	FA_22_1_	1	10.43274701
6	SORBI_3006G244900	3.69E-11	FA_22_1_	1	10.43274701
6	SORBI_3006G250400	7.90E-08	Sum_FA_Sum_LPC	1	7.10256371
6	SORBI_3006G250500	7.90E-08	Sum_FA_Sum_LPC	1	7.10256371
6	SORBI_3006G250600	7.90E-08	Sum_FA_Sum_LPC	1	7.10256371
6	SORBI_3006G250700	7.90E-08	Sum_FA_Sum_LPC	1	7.10256371
6	SORBI_3006G251000	3.30E-08	Sum_MGDG_Sum_TG	1	7.48095168
6	SORBI_3006G251100	3.30E-08	Sum_MGDG_Sum_TG	1	7.48095168
6	SORBI_3006G251200	3.30E-08	Sum_MGDG_Sum_TG	1	7.48095168
