Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number			Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
									3	SORBI_3003G318400	TG(12:0_18:2_18:3)	16	SNP_64608668	5.94E-08	1
									3	SORBI_3003G318500	TG(12:0_18:2_18:3)	26	SNP_64608668	5.94E-08	1
									3	SORBI_3003G352000	TG(12:0_18:2_18:3)	36	SNP_67085796	2.50E-08	1
									3	SORBI_3003G352100	TG(12:0_18:2_18:3)	31	SNP_67107238	2.50E-08	1
									3	SORBI_3003G352200	TG(12:0_18:2_18:3)	25	SNP_67112199	2.50E-08	1
									3	SORBI_3003G367100	TG(12:0_18:2_18:3)	13	SNP_68325795	7.02E-09	1
									3	SORBI_3003G367200	TG(12:0_18:2_18:3)	17	SNP_68337123	7.02E-09	1
									3	SORBI_3003G367300	TG(12:0_18:2_18:3)	167	SNP_68343404	7.02E-09	1
									4	SORBI_3004G040000	TG(12:0_18:2_18:3)	8	SNP_3292301	1.50E-08	1
									4	SORBI_3004G040050	TG(12:0_18:2_18:3)	8	SNP_3292301	1.50E-08	1
									4	SORBI_3004G040100	TG(12:0_18:2_18:3)	9	SNP_3292301	1.50E-08	1
									4	SORBI_3004G040200	TG(12:0_18:2_18:3)	3	SNP_3297911	1.50E-08	1
									4	SORBI_3004G040300	TG(12:0_18:2_18:3)	3	SNP_3297911	1.50E-08	1
									4	SORBI_3004G080200	TG(12:0_18:2_18:3)	8	SNP_6589573	8.28E-08	1
									4	SORBI_3004G080300	TG(12:0_18:2_18:3)	11	SNP_6589573	8.28E-08	1
									4	SORBI_3004G080350	TG(12:0_18:2_18:3)	10	SNP_6595688	8.28E-08	1
									4	SORBI_3004G088600	TG(12:0_18:2_18:3)	11	SNP_7537322	2.06E-09	1
									4	SORBI_3004G088700	TG(12:0_18:2_18:3)	11	SNP_7537322	2.06E-09	1
									4	SORBI_3004G088800	TG(12:0_18:2_18:3)	15	SNP_7537322	2.06E-09	1
									4	SORBI_3004G088900	TG(12:0_18:2_18:3)	19	SNP_7537322	2.06E-09	1
									4	SORBI_3004G089000	TG(12:0_18:2_18:3)	70	SNP_7540747	2.06E-09	1
									4	SORBI_3004G089100	TG(12:0_18:2_18:3)	68	SNP_7548677	1.50E-09	1
									4	SORBI_3004G089200	TG(12:0_18:2_18:3)	117	SNP_7551789	1.54E-12	1
									4	SORBI_3004G089300	TG(12:0_18:2_18:3)	244	SNP_7560292	7.06E-13	1
									4	SORBI_3004G089400	TG(12:0_18:2_18:3)	206	SNP_7574579	7.06E-13	1
									4	SORBI_3004G089450	TG(12:0_18:2_18:3)	58	SNP_7590048	7.06E-13	1
									4	SORBI_3004G089500	TG(12:0_18:2_18:3)	55	SNP_7590550	7.06E-13	1
									4	SORBI_3004G089600	TG(12:0_18:2_18:3)	8	SNP_7595750	9.53E-09	1
									4	SORBI_3004G140600	TG(12:0_18:2_18:3)	19	SNP_40954898	5.48E-09	1
									4	SORBI_3004G147800	TG(12:0_18:2_18:3)	78	SNP_46369991	2.22E-08	1
									4	SORBI_3004G166000	TG(12:0_18:2_18:3)	6	SNP_51555170	2.24E-08	1
									4	SORBI_3004G279150	TG(12:0_18:2_18:3)	31	SNP_62171650	9.58E-08	1
									4	SORBI_3004G279200	TG(12:0_18:2_18:3)	32	SNP_62178806	9.58E-08	1
									4	SORBI_3004G279300	TG(12:0_18:2_18:3)	69	SNP_62195106	9.58E-08	1
									4	SORBI_3004G279400	TG(12:0_18:2_18:3)	70	SNP_62196793	9.58E-08	1
									4	SORBI_3004G279700	TG(12:0_18:2_18:3)	94	SNP_62227980	2.18E-08	1
									4	SORBI_3004G279800	TG(12:0_18:2_18:3)	143	SNP_62227980	2.18E-08	1
									4	SORBI_3004G279900	TG(12:0_18:2_18:3)	125	SNP_62235480	2.18E-08	1
									4	SORBI_3004G280000	TG(12:0_18:2_18:3)	109	SNP_62247496	2.18E-08	1
									4	SORBI_3004G280100	TG(12:0_18:2_18:3)	109	SNP_62247496	2.18E-08	1
									4	SORBI_3004G280200	TG(12:0_18:2_18:3)	109	SNP_62247496	2.18E-08	1
									4	SORBI_3004G280301	TG(12:0_18:2_18:3)	109	SNP_62247496	2.18E-08	1
									4	SORBI_3004G280401	TG(12:0_18:2_18:3)	94	SNP_62251461	2.18E-08	1
									4	SORBI_3004G315800	TG(12:0_18:2_18:3)	18	SNP_65193179	6.22E-08	1
									4	SORBI_3004G315850	TG(12:0_18:2_18:3)	19	SNP_65195051	6.22E-08	1
									4	SORBI_3004G315900	TG(12:0_18:2_18:3)	17	SNP_65204138	2.78E-08	1
									4	SORBI_3004G316000	TG(12:0_18:2_18:3)	17	SNP_65204138	2.78E-08	1
									4	SORBI_3004G316100	TG(12:0_18:2_18:3)	15	SNP_65208079	2.78E-08	1
									4	SORBI_3004G316200	TG(12:0_18:2_18:3)	13	SNP_65209466	2.78E-08	1
									4	SORBI_3004G316300	TG(12:0_18:2_18:3)	12	SNP_65211911	2.78E-08	1
									4	SORBI_3004G316350	TG(12:0_18:2_18:3)	8	SNP_65213487	2.78E-08	1
									4	SORBI_3004G316400	TG(12:0_18:2_18:3)	5	SNP_65219321	2.78E-08	1
									4	SORBI_3004G333100	TG(12:0_18:2_18:3)	22	SNP_66561212	1.12E-08	1
									4	SORBI_3004G333150	TG(12:0_18:2_18:3)	31	SNP_66583753	1.12E-08	1
									5	SORBI_3005G084300	TG(12:0_18:2_18:3)	22	SNP_11457686	1.34E-08	1
									5	SORBI_3005G084400	TG(12:0_18:2_18:3)	24	SNP_11461617	1.34E-08	1
									6	SORBI_3006G044532	TG(12:0_18:2_18:3)	83	SNP_31071929	2.47E-08	1
									6	SORBI_3006G046700	TG(12:0_18:2_18:3)	43	SNP_32343149	4.31E-08	1
									6	SORBI_3006G047350	TG(12:0_18:2_18:3)	12	SNP_32787653	1.04E-08	1
									6	SORBI_3006G047400	TG(12:0_18:2_18:3)	11	SNP_32805085	1.04E-08	1
									6	SORBI_3006G055600	TG(12:0_18:2_18:3)	110	SNP_39875458	9.02E-08	1
									6	SORBI_3006G055700	TG(12:0_18:2_18:3)	78	SNP_39904345	4.01E-09	1
									6	SORBI_3006G057866	TG(12:0_18:2_18:3)	42	SNP_40304626	9.38E-08	1
									6	SORBI_3006G072000	TG(12:0_18:2_18:3)	69	SNP_43378377	1.26E-09	1
									6	SORBI_3006G244400	TG(12:0_18:2_18:3)	17	SNP_58417100	3.93E-08	1
									7	SORBI_3007G001700	TG(12:0_18:2_18:3)	30	SNP_134138	4.53E-08	1
									7	SORBI_3007G001800	TG(12:0_18:2_18:3)	67	SNP_142256	4.53E-08	1
									7	SORBI_3007G001900	TG(12:0_18:2_18:3)	72	SNP_143048	4.53E-08	1
									7	SORBI_3007G002000	TG(12:0_18:2_18:3)	63	SNP_151764	4.53E-08	1
									7	SORBI_3007G003000	TG(12:0_18:2_18:3)	102	SNP_265235	5.33E-08	1
									7	SORBI_3007G003100	TG(12:0_18:2_18:3)	117	SNP_273030	5.33E-08	1
									7	SORBI_3007G003200	TG(12:0_18:2_18:3)	116	SNP_281643	5.33E-08	1
									7	SORBI_3007G003700	TG(12:0_18:2_18:3)	134	SNP_353256	5.23E-08	1
									7	SORBI_3007G003800	TG(12:0_18:2_18:3)	215	SNP_360222	5.23E-08	1
									7	SORBI_3007G003900	TG(12:0_18:2_18:3)	216	SNP_365807	5.23E-08	1
									7	SORBI_3007G004000	TG(12:0_18:2_18:3)	213	SNP_368251	5.23E-08	1
									7	SORBI_3007G004100	TG(12:0_18:2_18:3)	215	SNP_372478	9.76E-08	1
									7	SORBI_3007G004200	TG(12:0_18:2_18:3)	229	SNP_378874	9.76E-08	1
									7	SORBI_3007G004300	TG(12:0_18:2_18:3)	143	SNP_383794	9.76E-08	1
									7	SORBI_3007G041800	TG(12:0_18:2_18:3)	13	SNP_4089352	7.48E-09	1
									7	SORBI_3007G041900	TG(12:0_18:2_18:3)	7	SNP_4123251	7.48E-09	1
									7	SORBI_3007G099966	TG(12:0_18:2_18:3)	10	SNP_23472239	7.09E-09	1
									7	SORBI_3007G165800	TG(12:0_18:2_18:3)	35	SNP_60090592	5.26E-08	1
									7	SORBI_3007G165900	TG(12:0_18:2_18:3)	28	SNP_60095622	5.26E-08	1
									7	SORBI_3007G198700	TG(12:0_18:2_18:3)	20	SNP_62988378	2.89E-08	1
									7	SORBI_3007G198800	TG(12:0_18:2_18:3)	31	SNP_62999402	2.89E-08	1
									7	SORBI_3007G198900	TG(12:0_18:2_18:3)	56	SNP_63003713	2.89E-08	1
									7	SORBI_3007G199000	TG(12:0_18:2_18:3)	72	SNP_63007825	2.89E-08	1
									7	SORBI_3007G199101	TG(12:0_18:2_18:3)	77	SNP_63010756	2.89E-08	1
									7	SORBI_3007G204200	TG(12:0_18:2_18:3)	24	SNP_63479465	9.96E-08	1
									7	SORBI_3007G204300	TG(12:0_18:2_18:3)	29	SNP_63488149	9.96E-08	1
									7	SORBI_3007G204350	TG(12:0_18:2_18:3)	63	SNP_63488149	9.96E-08	1
									7	SORBI_3007G204400	TG(12:0_18:2_18:3)	85	SNP_63493127	9.96E-08	1
									7	SORBI_3007G204500	TG(12:0_18:2_18:3)	92	SNP_63493127	9.96E-08	1
									7	SORBI_3007G214900	TG(12:0_18:2_18:3)	102	SNP_64318038	5.59E-08	1
									7	SORBI_3007G215100	TG(12:0_18:2_18:3)	74	SNP_64337468	5.59E-08	1
									7	SORBI_3007G217100	TG(12:0_18:2_18:3)	84	SNP_64533746	4.67E-08	1
									7	SORBI_3007G217200	TG(12:0_18:2_18:3)	46	SNP_64542647	4.67E-08	1
									7	SORBI_3007G217300	TG(12:0_18:2_18:3)	41	SNP_64544691	4.67E-08	1
									7	SORBI_3007G217350	TG(12:0_18:2_18:3)	33	SNP_64547461	4.67E-08	1
									7	SORBI_3007G217400	TG(12:0_18:2_18:3)	31	SNP_64550916	4.67E-08	1
									7	SORBI_3007G217500	TG(12:0_18:2_18:3)	29	SNP_64554125	4.67E-08	1
									7	SORBI_3007G217600	TG(12:0_18:2_18:3)	25	SNP_64557858	4.67E-08	1
									8	SORBI_3008G059300	TG(12:0_18:2_18:3)	79	SNP_6303119	2.27E-09	1
									8	SORBI_3008G075533	TG(12:0_18:2_18:3)	17	SNP_11169110	1.59E-08	1
									8	SORBI_3008G092932	TG(12:0_18:2_18:3)	18	SNP_42009334	8.06E-08	1
									8	SORBI_3008G094400	TG(12:0_18:2_18:3)	21	SNP_44660496	6.30E-09	1
									8	SORBI_3008G158900	TG(12:0_18:2_18:3)	27	SNP_59164668	1.07E-08	1
									8	SORBI_3008G159000	TG(12:0_18:2_18:3)	23	SNP_59171816	1.07E-08	1
									9	SORBI_3009G041700	TG(12:0_18:2_18:3)	8	SNP_3992541	1.44E-08	1
									9	SORBI_3009G041800	TG(12:0_18:2_18:3)	24	SNP_3992541	1.44E-08	1
									9	SORBI_3009G041900	TG(12:0_18:2_18:3)	24	SNP_3992541	1.44E-08	1
									9	SORBI_3009G042000	TG(12:0_18:2_18:3)	52	SNP_4001994	1.44E-08	1
									9	SORBI_3009G048600	TG(12:0_18:2_18:3)	354	SNP_4755394	6.01E-08	1
									9	SORBI_3009G048700	TG(12:0_18:2_18:3)	12	SNP_4778075	6.01E-08	1
									9	SORBI_3009G061200	TG(12:0_18:2_18:3)	104	SNP_6395439	5.50E-09	1
									9	SORBI_3009G061300	TG(12:0_18:2_18:3)	104	SNP_6395439	5.50E-09	1
									9	SORBI_3009G061400	TG(12:0_18:2_18:3)	104	SNP_6395439	5.50E-09	1
									9	SORBI_3009G061500	TG(12:0_18:2_18:3)	99	SNP_6400170	5.50E-09	1
									9	SORBI_3009G061601	TG(12:0_18:2_18:3)	89	SNP_6401230	5.50E-09	1
									9	SORBI_3009G101700	TG(12:0_18:2_18:3)	18	SNP_40485809	3.18E-08	1
									9	SORBI_3009G119100	TG(12:0_18:2_18:3)	349	SNP_46780065	3.55E-08	1
									9	SORBI_3009G125300	TG(12:0_18:2_18:3)	18	SNP_47820593	6.01E-10	1
									9	SORBI_3009G125400	TG(12:0_18:2_18:3)	14	SNP_47837049	6.01E-10	1
									10	SORBI_3010G112100	TG(12:0_18:2_18:3)	87	SNP_11467492	3.40E-10	1
									10	SORBI_3010G113000	TG(12:0_18:2_18:3)	96	SNP_11744582	8.20E-10	1
									10	SORBI_3010G113900	TG(12:0_18:2_18:3)	9	SNP_11993161	1.57E-08	1
									10	SORBI_3010G114000	TG(12:0_18:2_18:3)	5	SNP_11998801	1.57E-08	1
									10	SORBI_3010G114100	TG(12:0_18:2_18:3)	8	SNP_12015890	1.57E-08	1
									10	SORBI_3010G175900	TG(12:0_18:2_18:3)	20	SNP_51322913	1.82E-09	1
									10	SORBI_3010G187400	TG(12:0_18:2_18:3)	2	SNP_52824267	1.41E-08	1
									10	SORBI_3010G187500	TG(12:0_18:2_18:3)	2	SNP_52824267	1.41E-08	1
									10	SORBI_3010G187600	TG(12:0_18:2_18:3)	2	SNP_52824267	1.41E-08	1
									10	SORBI_3010G187700	TG(12:0_18:2_18:3)	2	SNP_52824267	1.41E-08	1
									10	SORBI_3010G187900	TG(12:0_18:2_18:3)	7	SNP_52853617	3.31E-08	1
									10	SORBI_3010G188000	TG(12:0_18:2_18:3)	28	SNP_52853617	3.31E-08	1
									10	SORBI_3010G188100	TG(12:0_18:2_18:3)	31	SNP_52863067	3.31E-08	1
									10	SORBI_3010G194900	TG(12:0_18:2_18:3)	71	SNP_53786342	8.56E-08	1
									10	SORBI_3010G195000	TG(12:0_18:2_18:3)	80	SNP_53793172	8.56E-08	1
									10	SORBI_3010G195100	TG(12:0_18:2_18:3)	39	SNP_53802593	8.56E-08	1
									1	SORBI_3001G213100	TG(14:0_14:0_16:1)	145	SNP_19669357	2.35E-08	1
									1	SORBI_3001G213150	TG(14:0_14:0_16:1)	158	SNP_19669357	2.35E-08	1
									1	SORBI_3001G213200	TG(14:0_14:0_16:1)	165	SNP_19674796	2.35E-08	1
									7	SORBI_3007G172200	TG(14:0_14:0_16:1)	140	SNP_60715996	9.32E-08	1
									1	SORBI_3001G152500	TG(14:0_16:0_18:1)	86	SNP_12244162	4.63E-09	1
									1	SORBI_3001G152600	TG(14:0_16:0_18:1)	85	SNP_12249043	4.63E-09	1
									1	SORBI_3001G152700	TG(14:0_16:0_18:1)	87	SNP_12251515	4.63E-09	1
									1	SORBI_3001G152800	TG(14:0_16:0_18:1)	78	SNP_12254932	4.63E-09	1
									1	SORBI_3001G152901	TG(14:0_16:0_18:1)	82	SNP_12262441	4.63E-09	1
									1	SORBI_3001G222000	TG(14:0_16:0_18:1)	18	SNP_21109408	4.54E-08	1
									1	SORBI_3001G222100	TG(14:0_16:0_18:1)	14	SNP_21114355	4.54E-08	1
									1	SORBI_3001G222150	TG(14:0_16:0_18:1)	14	SNP_21114355	4.54E-08	1
									1	SORBI_3001G222200	TG(14:0_16:0_18:1)	15	SNP_21114355	4.54E-08	1
									1	SORBI_3001G222250	TG(14:0_16:0_18:1)	11	SNP_21132415	6.76E-08	1
									1	SORBI_3001G222300	TG(14:0_16:0_18:1)	34	SNP_21170829	4.06E-08	1
									1	SORBI_3001G222400	TG(14:0_16:0_18:1)	35	SNP_21186561	4.06E-08	1
									2	SORBI_3002G150866	TG(14:0_16:0_18:1)	17	SNP_44166450	4.63E-09	1
									2	SORBI_3002G150932	TG(14:0_16:0_18:1)	26	SNP_44166450	4.63E-09	1
									5	SORBI_3005G002500	TG(14:0_16:0_18:1)	24	SNP_190408	7.13E-08	1
									5	SORBI_3005G002600	TG(14:0_16:0_18:1)	22	SNP_191812	7.13E-08	1
									5	SORBI_3005G002700	TG(14:0_16:0_18:1)	29	SNP_194982	7.13E-08	1
									5	SORBI_3005G004500	TG(14:0_16:0_18:1)	25	SNP_343528	7.15E-08	1
									5	SORBI_3005G004600	TG(14:0_16:0_18:1)	27	SNP_351783	7.15E-08	1
									5	SORBI_3005G004700	TG(14:0_16:0_18:1)	11	SNP_360015	7.15E-08	1
									5	SORBI_3005G082950	TG(14:0_16:0_18:1)	32	SNP_11114834	4.63E-09	1
									5	SORBI_3005G083000	TG(14:0_16:0_18:1)	34	SNP_11114834	4.63E-09	1
									7	SORBI_3007G113900	TG(14:0_16:0_18:1)	28	SNP_46093226	4.63E-09	1
									8	SORBI_3008G149200	TG(14:0_16:0_18:2)	156	SNP_58236194	4.99E-08	1
									9	SORBI_3009G084500	TG(14:0_16:1_22:6)	26	SNP_13703994	2.67E-10	1
									9	SORBI_3009G034700	TG(14:0_18:1_18:3)	143	SNP_3166580	1.75E-09	1
									9	SORBI_3009G035000	TG(14:0_18:1_18:3)	30	SNP_3203380	8.06E-08	1
									9	SORBI_3009G035100	TG(14:0_18:1_18:3)	29	SNP_3208472	8.06E-08	1
									9	SORBI_3009G035200	TG(14:0_18:1_18:3)	29	SNP_3208472	8.06E-08	1
									1	SORBI_3001G033000	TG(14:0_18:2_18:3)	50	SNP_2477834	4.38E-08	1
									1	SORBI_3001G033100	TG(14:0_18:2_18:3)	48	SNP_2485665	4.38E-08	1
									1	SORBI_3001G033200	TG(14:0_18:2_18:3)	54	SNP_2487567	1.71E-09	1
									1	SORBI_3001G033300	TG(14:0_18:2_18:3)	49	SNP_2511525	1.71E-09	1
									1	SORBI_3001G033400	TG(14:0_18:2_18:3)	36	SNP_2517020	2.80E-08	1
									1	SORBI_3001G049900	TG(14:0_18:2_18:3)	43	SNP_3656107	8.79E-08	1
									1	SORBI_3001G050000	TG(14:0_18:2_18:3)	21	SNP_3665255	8.79E-08	1
									1	SORBI_3001G050100	TG(14:0_18:2_18:3)	1	SNP_3684330	8.79E-08	1
									1	SORBI_3001G050200	TG(14:0_18:2_18:3)	1	SNP_3684330	8.79E-08	1
									1	SORBI_3001G050300	TG(14:0_18:2_18:3)	1	SNP_3684330	8.79E-08	1
									1	SORBI_3001G104500	TG(14:0_18:2_18:3)	27	SNP_7990127	4.53E-09	1
									1	SORBI_3001G104550	TG(14:0_18:2_18:3)	30	SNP_7998057	4.53E-09	1
									1	SORBI_3001G104600	TG(14:0_18:2_18:3)	33	SNP_8011284	4.53E-09	1
									1	SORBI_3001G104700	TG(14:0_18:2_18:3)	50	SNP_8011821	4.53E-09	1
									1	SORBI_3001G104800	TG(14:0_18:2_18:3)	51	SNP_8016189	4.53E-09	1
									1	SORBI_3001G119100	TG(14:0_18:2_18:3)	7	SNP_9265177	5.74E-08	1
									1	SORBI_3001G119200	TG(14:0_18:2_18:3)	7	SNP_9265177	5.74E-08	1
									1	SORBI_3001G119300	TG(14:0_18:2_18:3)	6	SNP_9271955	5.74E-08	1
									1	SORBI_3001G119400	TG(14:0_18:2_18:3)	10	SNP_9271955	5.74E-08	1
									1	SORBI_3001G119500	TG(14:0_18:2_18:3)	7	SNP_9285555	5.74E-08	1
									1	SORBI_3001G119600	TG(14:0_18:2_18:3)	8	SNP_9285555	5.74E-08	1
									1	SORBI_3001G119700	TG(14:0_18:2_18:3)	7	SNP_9285781	5.74E-08	1
									1	SORBI_3001G134500	TG(14:0_18:2_18:3)	78	SNP_10600614	7.64E-09	1
									1	SORBI_3001G134600	TG(14:0_18:2_18:3)	23	SNP_10620072	7.64E-09	1
									1	SORBI_3001G137100	TG(14:0_18:2_18:3)	29	SNP_10869720	2.15E-08	1
									1	SORBI_3001G137200	TG(14:0_18:2_18:3)	30	SNP_10869720	2.15E-08	1
									1	SORBI_3001G137300	TG(14:0_18:2_18:3)	24	SNP_10879718	2.15E-08	1
									1	SORBI_3001G137400	TG(14:0_18:2_18:3)	14	SNP_10887722	6.99E-08	1
									1	SORBI_3001G137600	TG(14:0_18:2_18:3)	35	SNP_10913112	9.36E-08	1
									1	SORBI_3001G137800	TG(14:0_18:2_18:3)	31	SNP_10921437	9.36E-08	1
									1	SORBI_3001G175000	TG(14:0_18:2_18:3)	6	SNP_14687886	1.12E-09	1
									1	SORBI_3001G175100	TG(14:0_18:2_18:3)	7	SNP_14712348	1.12E-09	1
									1	SORBI_3001G177500	TG(14:0_18:2_18:3)	14	SNP_14955503	1.83E-08	1
									1	SORBI_3001G177600	TG(14:0_18:2_18:3)	18	SNP_14961936	1.83E-08	1
									1	SORBI_3001G177700	TG(14:0_18:2_18:3)	27	SNP_14965227	1.83E-08	1
									1	SORBI_3001G177800	TG(14:0_18:2_18:3)	24	SNP_14979011	1.83E-08	1
									1	SORBI_3001G177900	TG(14:0_18:2_18:3)	30	SNP_14986128	1.21E-08	1
									1	SORBI_3001G178000	TG(14:0_18:2_18:3)	29	SNP_14996650	1.21E-08	1
									1	SORBI_3001G178100	TG(14:0_18:2_18:3)	29	SNP_14996650	1.21E-08	1
									1	SORBI_3001G178200	TG(14:0_18:2_18:3)	25	SNP_14999066	1.21E-08	1
									1	SORBI_3001G178250	TG(14:0_18:2_18:3)	28	SNP_14999066	1.21E-08	1
									1	SORBI_3001G178300	TG(14:0_18:2_18:3)	30	SNP_15006600	1.21E-08	1
									2	SORBI_3002G071600	TG(14:0_18:2_18:3)	8	SNP_7242448	4.91E-08	1
									3	SORBI_3003G077600	TG(14:0_18:2_18:3)	225	SNP_6617269	7.98E-08	1
									3	SORBI_3003G077700	TG(14:0_18:2_18:3)	227	SNP_6621015	7.98E-08	1
									3	SORBI_3003G324400	TG(14:0_18:2_18:3)	264	SNP_65097743	3.75E-08	1
									3	SORBI_3003G324500	TG(14:0_18:2_18:3)	289	SNP_65108779	3.75E-08	1
									3	SORBI_3003G324600	TG(14:0_18:2_18:3)	278	SNP_65112251	3.75E-08	1
									3	SORBI_3003G369200	TG(14:0_18:2_18:3)	26	SNP_68516539	8.17E-08	1
									3	SORBI_3003G369300	TG(14:0_18:2_18:3)	13	SNP_68525908	8.17E-08	1
									4	SORBI_3004G023300	TG(14:0_18:2_18:3)	31	SNP_1893275	9.06E-08	1
									4	SORBI_3004G023400	TG(14:0_18:2_18:3)	28	SNP_1899793	7.11E-08	1
									4	SORBI_3004G023500	TG(14:0_18:2_18:3)	20	SNP_1905826	7.11E-08	1
									4	SORBI_3004G023600	TG(14:0_18:2_18:3)	50	SNP_1909399	7.11E-08	1
									4	SORBI_3004G093300	TG(14:0_18:2_18:3)	79	SNP_7948443	1.04E-08	1
									4	SORBI_3004G093400	TG(14:0_18:2_18:3)	96	SNP_7968774	1.04E-08	1
									4	SORBI_3004G163900	TG(14:0_18:2_18:3)	8	SNP_51325451	1.14E-09	1
									4	SORBI_3004G164000	TG(14:0_18:2_18:3)	5	SNP_51329548	1.14E-09	1
									4	SORBI_3004G167900	TG(14:0_18:2_18:3)	172	SNP_51803976	1.46E-08	1
									4	SORBI_3004G168000	TG(14:0_18:2_18:3)	250	SNP_51822195	1.46E-08	1
									7	SORBI_3007G098050	TG(14:0_18:2_18:3)	62	SNP_19474142	6.83E-08	1
									8	SORBI_3008G085700	TG(14:0_18:2_18:3)	25	SNP_17125457	5.18E-08	1
									8	SORBI_3008G105432	TG(14:0_18:2_18:3)	10	SNP_49667187	4.19E-08	1
									9	SORBI_3009G074250	TG(14:0_18:2_18:3)	6	SNP_9328610	3.12E-09	1
									10	SORBI_3010G052100	TG(14:0_18:2_18:3)	187	SNP_4051708	8.06E-08	1
									10	SORBI_3010G052200	TG(14:0_18:2_18:3)	275	SNP_4059148	3.03E-08	1
									10	SORBI_3010G052300	TG(14:0_18:2_18:3)	282	SNP_4063019	3.03E-08	1
									10	SORBI_3010G052400	TG(14:0_18:2_18:3)	400	SNP_4071965	1.72E-08	1
									10	SORBI_3010G052450	TG(14:0_18:2_18:3)	323	SNP_4084292	1.72E-08	1
									10	SORBI_3010G052500	TG(14:0_18:2_18:3)	315	SNP_4089467	1.72E-08	1
									10	SORBI_3010G052600	TG(14:0_18:2_18:3)	337	SNP_4095063	1.72E-08	1
									10	SORBI_3010G052700	TG(14:0_18:2_18:3)	272	SNP_4103586	1.72E-08	1
									10	SORBI_3010G125500	TG(14:0_18:2_18:3)	114	SNP_15499664	9.34E-09	1
									10	SORBI_3010G141466	TG(14:0_18:2_18:3)	3	SNP_34912087	1.73E-08	1
									10	SORBI_3010G174800	TG(14:0_18:2_18:3)	47	SNP_51049323	9.85E-08	1
									1	SORBI_3001G012000	TG(14:0_18:3_18:3)	9	SNP_1032902	2.59E-09	1
									1	SORBI_3001G012100	TG(14:0_18:3_18:3)	10	SNP_1032902	2.59E-09	1
									1	SORBI_3001G021601	TG(14:0_18:3_18:3)	25	SNP_1766471	6.97E-08	1
									1	SORBI_3001G105400	TG(14:0_18:3_18:3)	55	SNP_8051946	1.54E-09	1
									1	SORBI_3001G105500	TG(14:0_18:3_18:3)	74	SNP_8057186	1.54E-09	1
									1	SORBI_3001G105600	TG(14:0_18:3_18:3)	84	SNP_8066218	1.54E-09	1
									1	SORBI_3001G105700	TG(14:0_18:3_18:3)	153	SNP_8071319	1.54E-09	1
									1	SORBI_3001G106000	TG(14:0_18:3_18:3)	66	SNP_8131166	1.19E-08	1
									1	SORBI_3001G106100	TG(14:0_18:3_18:3)	75	SNP_8140851	1.19E-08	1
									1	SORBI_3001G106200	TG(14:0_18:3_18:3)	117	SNP_8167630	1.75E-09	1
									1	SORBI_3001G106300	TG(14:0_18:3_18:3)	69	SNP_8176452	4.12E-09	1
									1	SORBI_3001G106400	TG(14:0_18:3_18:3)	74	SNP_8179418	1.84E-08	1
									1	SORBI_3001G106500	TG(14:0_18:3_18:3)	61	SNP_8187313	4.89E-08	1
									1	SORBI_3001G106550	TG(14:0_18:3_18:3)	40	SNP_8192549	4.89E-08	1
									1	SORBI_3001G108600	TG(14:0_18:3_18:3)	5	SNP_8421935	7.96E-08	1
									1	SORBI_3001G108700	TG(14:0_18:3_18:3)	22	SNP_8421935	7.96E-08	1
									1	SORBI_3001G108800	TG(14:0_18:3_18:3)	18	SNP_8436711	7.96E-08	1
									1	SORBI_3001G108900	TG(14:0_18:3_18:3)	18	SNP_8436711	7.96E-08	1
									1	SORBI_3001G110000	TG(14:0_18:3_18:3)	15	SNP_8540016	9.33E-08	1
									1	SORBI_3001G110100	TG(14:0_18:3_18:3)	33	SNP_8540016	9.33E-08	1
									1	SORBI_3001G110150	TG(14:0_18:3_18:3)	38	SNP_8540016	9.33E-08	1
									1	SORBI_3001G110200	TG(14:0_18:3_18:3)	37	SNP_8546765	9.33E-08	1
									1	SORBI_3001G110250	TG(14:0_18:3_18:3)	37	SNP_8547149	9.33E-08	1
									1	SORBI_3001G110300	TG(14:0_18:3_18:3)	31	SNP_8549472	9.33E-08	1
									1	SORBI_3001G110400	TG(14:0_18:3_18:3)	27	SNP_8552616	9.33E-08	1
									1	SORBI_3001G110500	TG(14:0_18:3_18:3)	20	SNP_8561037	9.33E-08	1
									1	SORBI_3001G110600	TG(14:0_18:3_18:3)	51	SNP_8561037	9.33E-08	1
									1	SORBI_3001G111150	TG(14:0_18:3_18:3)	105	SNP_8652747	1.47E-09	1
									1	SORBI_3001G113900	TG(14:0_18:3_18:3)	47	SNP_8920699	1.20E-09	1
									1	SORBI_3001G114000	TG(14:0_18:3_18:3)	52	SNP_8923335	1.20E-09	1
									1	SORBI_3001G114400	TG(14:0_18:3_18:3)	61	SNP_8946036	5.51E-08	1
									1	SORBI_3001G114500	TG(14:0_18:3_18:3)	70	SNP_8956507	5.32E-08	1
									1	SORBI_3001G114550	TG(14:0_18:3_18:3)	77	SNP_8964262	5.32E-08	1
									1	SORBI_3001G114600	TG(14:0_18:3_18:3)	96	SNP_8964262	5.32E-08	1
									1	SORBI_3001G114650	TG(14:0_18:3_18:3)	219	SNP_8968338	5.32E-08	1
									1	SORBI_3001G114700	TG(14:0_18:3_18:3)	219	SNP_8970367	5.32E-08	1
