,DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:4),TG(60:5),TG(60:6)
PI656079_lowinput,18023178.32,3610782.4,2273599.592,1697747.617,1939910.644,3191341.935,44392.69092,73256.14327,336981.3556,1531047.605,805996.469,1677590.86,429654.8976,1068915.323,11415498.88,218657.7915,2614908.469,587346.8463,30033685.52,578469.0672,297268.1619,768875.9985,87915.54466,2102355.21,12556.41911,46830.83973,5124132.08,2117179.787,4658693.619,98949225.54,11507.21168,1158922.795,37729.95844,148475.8844,2468053.681,12112.21765,176843.7543,64674.86402,162150.0418,1016508.003,30900.72219,204974.7909,108274.8918,46955.45619,77834.55423,4790.712431,9302.816288,18164.62569,55070.84981,68549.27694,32004.03921,1860.121722,102817.5282,106769.8417,60824.22666,7472.557063,1255.687766,4767.467475,167590.8991,309035.524,175727.4329,13759.94932,15118.83361,6253.529045,53485.09218,238379.6949,550523.9141,1078891.237,1549696.354,1359168.147,17469.83648,106819.0084,290696.4959,887358.1831,2273177.685,1666645.642,6892789.238,3678044.04,1954006.945,108866.787,11117.63217,13482.00692,44211.3566,40085.18408,176051.458,33741.93837,9452.432898,7792.7985,7704.836006,6784.163412,9080.841101,10758.20664,9913.266583
PI656080_control,29038654.2,323014.7544,3654382.544,3536864.353,3553978.805,1742942.133,51968.47229,100089.265,304018.2258,3528325.05,984562.458,2261024.271,882215.5984,1901851.295,20860412.84,376731.4733,2715337.731,895316.7417,43937657.95,1360839.551,770005.223,1449219.088,367432.8278,4058004.422,258.4288881,104680.5782,12026999.31,5875488.156,13257069.97,158502373.2,15263.54587,2109249.607,116708.4167,293028.932,7239055.217,75931.73658,312328.535,226173.0312,456838.0432,3838198.976,11517.73775,339057.9541,202748.7907,75980.21728,113484.4919,5725.086078,29531.55283,14800.47586,26425.60042,24134.37883,24988.22031,9945.912691,94247.24333,25483.29375,21924.44914,13744.97057,15070.51689,36166.55343,86576.4544,388976.8543,197771.8314,26843.69363,8347.043801,8979.479547,38808.88621,292983.8571,689911.8045,830280.8636,1066451.242,654957.2154,14003.80814,13803.80938,115563.3313,230892.6774,227088.1809,760726.4108,2512058.361,691330.7439,280426.29,14775.11209,6040.244744,3450.935066,17064.86166,20275.35881,22356.73769,7210.202937,4673.363558,2271.026619,3809.883979,1960.556123,4481.321859,6993.491473,2956.272793
PI656081_control,28370025.32,261585.7539,2809341.667,2563818.557,2416131.387,2133021.212,75476.48799,68884.89001,190419.1885,2256498.056,982795.0728,2396536.086,657131.9417,1744807.723,21221594.89,277409.2628,2757983.222,683760.4694,43590651.96,810487.6181,668539.4401,1106871.705,222084.9464,3708394.637,1586.337448,67762.49291,11394915.94,3803337.184,8487267.944,158212755.5,34521.16612,3447760.54,115979.152,240952.9269,10525760.17,58739.84228,426638.48,199397.1759,450441.5781,5602122.344,84646.13277,1669551.456,1215780.805,365204.213,569342.1038,19994.59237,137564.9203,60137.84498,60014.19432,83122.33716,48877.85132,20951.80908,89037.45803,38653.26083,33012.87233,35344.10215,5584.088327,31495.66336,89827.85417,345447.5626,231976.3953,10811.14361,13056.2067,10616.78722,49518.8475,330324.9713,772129.1838,651716.8252,1044299.38,1011527.015,26363.51241,40318.02921,226653.8044,320162.3216,395576.3061,651518.4103,2333455.538,862690.315,475995.7777,31726.05813,6444.234323,6754.272627,15368.64637,17757.69549,17721.60534,10007.09799,4314.606672,4870.702592,2990.496718,3808.988353,4747.628529,9857.301992,6545.060265
PI656081_lowinput,27934487.25,3959422.111,2454693.549,2344735.443,2829403.003,3090098.488,78309.56621,127049.1039,568212.6738,2978397.89,1021518.223,4522058.959,707673.1274,1519264.881,18312246.61,459550.5227,4870736.949,1155666.825,47196909.62,803727.1319,467580.8946,905908.5032,157183.2003,3672603.478,4673.241324,51388.11719,8022397.398,6352836.747,13168750,147551386.6,17291.25481,1560319.819,42768.16432,193388.4106,4624807.058,31726.82865,356331.16,158161.2666,447700.5301,2786918.628,7788.407523,159871.2144,86160.49005,38344.47622,64716.11451,5799.695942,20891.0168,28960.97651,67772.78062,73406.97338,39291.14818,5341.341888,109779.3651,102931.0528,66453.65161,9874.389579,6911.735695,14783.92095,192449.6169,383255.676,134233.9092,19517.79015,13927.47527,5380.594275,66484.52552,317443.2781,714263.1554,1483395.064,1693745.446,966661.7399,19386.07949,119641.0342,445144.2916,1370656.677,2752954.338,2495295.152,6532863.751,2579605.732,1111940.653,127124.6736,9962.135236,11461.82688,24592.53968,54271.21858,234114.7634,16626.08346,12634.91914,3452.659405,4671.272155,3779.843889,7489.350049,8708.700064,2607.214894
PI656082_control,29737568.84,334871.5999,3508878.259,3388445.216,3524867.734,1823955.294,30196.55091,115558.0757,287459.9464,3391835.812,1031309.335,1835790.573,914492.669,2371338.372,23303934.63,482386.3591,3543101.868,1023770.575,46339878.68,1333856.598,708925.113,1504315.995,273723.84,3469766.184,522.8710718,93597.33097,14107299.55,6001237.521,13001476.53,167764578.7,32708.00171,3237839.162,149180.1038,254120.6472,10549182.96,93122.475,489769.016,288846.6793,579108.2003,5699884.021,29852.08948,830912.0841,452227.4178,175075.7844,268216.3688,16280.23661,74501.64051,31424.50641,30743.61114,24890.24193,18107.2377,12012.95867,57374.06405,27653.00379,14515.26093,12868.96013,6473.658086,26953.89274,92593.17373,336355.7364,179408.2525,26171.04731,15279.47139,7459.414817,40583.20618,299671.5028,694967.4046,792983.5196,1003234.418,643600.4424,21279.40284,37716.69709,159616.2552,298025.6211,301235.6829,763322.9342,2590516.749,750664.7943,318319.9239,56072.46795,9039.594933,8547.113021,28386.76417,26395.38743,28188.03347,7162.649171,6464.109071,4169.463399,6247.413751,3300.519405,6674.563323,9348.430171,3311.691715
PI656082_lowinput,21971897.57,4274470.011,2580653.362,1755078.124,1736996.904,2353115.682,25495.31365,67765.60642,317117.5021,1397059.883,589643.77,1366666.57,452888.4353,1220890.277,13209473.12,304370.1968,2637667.209,939762.9595,33502896.25,790065.257,348559.6966,932545.3936,88590.9484,2783735.131,4445.541333,43388.38582,5559976.628,3540148.503,7345823.328,120227774.4,19017.55236,1380288.864,39548.16387,289811.6235,3682524.201,26071.89176,215674.1261,136556.1515,351776.6398,1853697.49,37286.00364,258614.8267,104448.5821,39494.5496,75820.53706,3101.020291,9349.262715,12355.12902,50157.46285,38040.82966,24052.30227,1742.838871,90527.41663,23919.63029,18817.09498,5496.018437,1297.742425,3370.08813,101531.91,257748.9301,126945.1961,18389.87418,9160.462545,3996.346067,34238.14923,183890.5021,424902.1367,979306.2624,1303078.7,942303.7064,7974.063294,54530.16441,237222.9489,763431.1048,1701318.41,1307207.411,4354354.133,2212263.774,1182243.431,44870.13329,6549.904438,5796.400624,26508.62506,28292.39703,135401.0063,16174.47214,9020.541104,4657.50633,3780.152096,3796.478041,7272.831712,9871.972504,4143.37926
PI656083_control,20287682.01,215522.5655,2662705.405,1791577.46,1583235.691,936651.1088,20467.87547,51573.04774,170847.2299,1691686.134,541247.7595,1182134.628,445452.0851,1017648.557,11315643.17,217155.729,1530974.454,522616.538,29123579.48,643593.4915,428851.873,938837.5948,170620.2359,2860134.762,104.4417897,68731.44461,5805278.356,2700187.289,5716727.555,115132603.6,12470.94944,1443111.473,69369.04353,224632.5538,4305564.378,33558.42288,198322.5527,121460.3285,257957.6436,2341924.699,12739.68658,215502.8176,138505.8321,45616.0563,71359.09978,3753.29239,22909.0108,9999.479391,14408.45574,16880.60076,11296.68917,5086.561351,42185.79018,10826.80479,10511.05873,7251.895908,2739.297998,10683.97533,50741.15822,142699.4469,78735.95612,8309.584484,6366.789245,4508.595789,23341.81383,177094.3262,429260.985,373260.6646,543364.4079,411642.8286,9299.806499,18306.93487,123248.0364,146388.0685,150981.823,401425.1435,1622702.3,540451.9898,229072.7581,10971.99511,2532.087747,2610.286911,6861.990563,8684.243681,12903.0062,4744.867694,1672.485625,1455.690956,1132.484814,1439.614916,2019.187124,3740.631786,2074.506687
PI656083_lowinput,25134618.36,3645641.889,2399502.18,1995482.245,1905887.662,2739722.164,46138.33303,76190.77544,339993.1845,1671622.474,752002.0539,1587644.847,430815.2521,1190860.169,13541069.77,288762.6739,3048445.849,726750.8467,38797893.43,676911.774,319020.0204,828827.8337,90345.6187,3031258.372,5363.335256,22040.62623,5487730.253,2790141.625,6023336.393,136643575.5,17718.18129,1435293.387,24578.43052,178678.1198,4071780.857,20783.65479,272077.8765,105508.4911,289285.7667,2135746.531,9302.119871,224315.1485,102308.3516,49309.07731,72433.14596,6787.720551,21883.16807,16286.07242,60529.07889,61956.24834,28329.73707,3699.470955,109880.341,85635.5178,47856.06802,7269.008513,1293.63488,4874.811844,155031.5465,203006.9866,89942.63383,7079.199846,7602.710828,4999.700707,48581.68934,215742.4849,390353.1516,771684.4125,1100740.407,943165.834,13537.69816,104636.959,294681.2342,566612.2804,1638656.741,1502364.995,6077984.335,2851054.55,1418625.995,29224.4912,6591.653481,5064.634795,15693.32955,18653.28561,144418.7613,18461.98093,5488.19669,1442.018741,2075.009957,2274.994737,3115.770554,4090.856692,2223.043505
PI656085_control,22342839.53,336954.054,2853980.228,3112682.4,3352106.454,2562586.928,53150.90721,96760.75123,193454.6989,2783644.637,1525252.045,2773667.567,582604.8052,1194058.586,20895323.21,242320.5845,3327143.485,698793.2696,45301381.11,1084037.169,772930.2235,1374952.298,287294.4436,3920109.149,905.1386611,137547.072,12945010.74,3205504.088,9558751.984,152276696.2,39802.9327,2938326.18,114529.8536,230396.9623,7782621.928,53526.81585,382396.1786,149455.653,394615.3022,4198203.296,5945.777303,273499.5917,133414.7659,49247.02359,74127.58266,2274.681415,39326.48694,5723.93067,20733.60002,30660.66536,19541.23798,15669.11481,72683.92214,25642.30216,15541.13867,19304.28941,4681.103897,25459.84737,59410.85294,267145.3651,184528.1709,16766.10431,15136.98425,13640.91887,32776.40234,180230.1109,523880.1083,745530.2046,1298135.022,1024806.183,15610.04621,12412.12636,61230.24187,171570.861,301214.5314,661828.0424,3506407.197,1623061.764,862842.2675,16108.63684,4008.573412,2231.798848,9574.599134,16268.27312,14010.11954,13382.9562,3560.315299,2303.901513,2571.742487,3605.333838,3407.355816,9098.137052,3958.757711
PI656086_control,25158016.38,228074.2429,2568293.419,2267910.893,1998017.307,1294585.38,44315.17381,64499.45113,199068.4516,2222810.131,854767.6641,1718787.705,448252.1841,925728.8524,15153713.7,213600.3809,2131707.75,517638.7471,38729137.16,734268.6982,531579.0906,1000300.72,247677.9458,3340502.054,176.8803737,59313.46172,8077461.895,3343657.212,7494751.11,142535080.6,20914.45359,1968638.752,78731.40991,256471.8394,5960040.199,47030.52883,287211.8745,158342.623,341165.368,3293953.849,5697.61099,142098.1215,78126.5802,33448.74097,52867.59561,2953.062503,17370.49368,6950.058062,14755.74993,16805.89942,10869.17219,5809.994733,55278.34537,12133.99366,10794.57561,6391.67692,3277.177327,14707.41678,57388.18053,179825.483,114977.02,11570.60095,12503.68508,9083.227821,29444.09653,201556.8849,582247.7205,572691.4758,965005.8458,757614.3128,11374.56747,21100.23169,109431.0884,200220.0258,274202.31,736241.7451,3688976.333,1350267.122,574582.9326,9847.339189,3735.919698,3354.313128,13916.17948,20373.48084,27408.32842,10738.05872,3078.369076,2880.785428,2272.852828,3633.082633,4463.664527,10458.25209,6442.890224
PI656087_control,22656545.68,172449.5662,2477519.811,1679344.966,1840944.861,1234354.09,19550.71573,52065.66448,183273.1671,1631537.827,617399.4694,1071327.925,293416.6898,753744.1169,12855936.61,174018.0233,1737444.129,427279.6261,34254567.27,591355.2606,451574.9896,738440.4166,156833.674,2904339.041,246.6866229,42816.50286,6739241.481,2057116.703,5728854.237,127447161.9,17281.98486,1641817.837,58033.80498,242181.2217,5024383.255,37785.09969,216710.0536,125738.4469,297379.964,2603681.87,6082.17954,149481.626,123717.2474,35252.77244,60961.07041,3814.644914,34477.0671,9511.865667,20704.82298,22604.43485,11440.2987,7074.738529,68125.3601,24874.7322,12902.13871,10134.96881,4621.380401,12974.46088,90911.61977,246381.9026,115264.8653,15908.04492,8462.001257,5287.11483,49668.05466,303252.9143,679388.4344,554037.8435,750754.0763,530013.5903,20290.74245,38180.82433,165390.1829,253054.3739,283801.67,520820.9171,2125644.805,669545.3545,274053.8452,11679.17394,6043.213216,3502.546398,9833.492805,11834.067,11360.62367,5162.271595,4159.700721,1887.065853,2779.574267,2292.774879,4807.35232,4649.730678,2429.820874
PI656087_lowinput,20008800.39,3380830.977,2380840.027,1861834.422,1966545.528,2980121.579,33726.76023,74136.63105,398952.1951,1675803.315,712902.5016,2259436.705,379585.5421,1068139.984,11590275.24,223489.0871,2460525.541,603935.8697,34073157.2,620323.059,327152.2298,735840.9107,85843.87155,2522980.073,14173.39185,41242.04354,5628827.591,2690823.711,5373918.615,108544529.2,14848.49647,1527452.47,50491.58561,204939.0987,3691459.679,19303.17601,226802.7683,116593.7412,268978.3561,1587277.415,143549.6394,726525.5441,389230.2612,119362.3548,222794.011,23914.05062,30286.80792,14045.41388,48004.79297,51861.31834,32449.92581,15938.13495,74157.05087,77483.16727,52486.18938,11770.08774,4684.315664,19715.80392,130978.6123,226772.3759,123883.2778,21093.9574,15103.68246,10992.10049,39926.30358,200270.3887,418567.0308,896393.4002,1380376.802,1199971.796,11542.83698,64224.91627,223767.1101,662061.4316,1657817.674,1498777.038,5779300.503,3206487.785,1653386.797,32756.79305,6136.987826,3577.975851,16732.61114,19572.81968,137323.5692,20024.66779,5933.708646,2339.950221,2330.952511,2278.450691,2550.352965,4013.81456,3220.743447
PI656088_control,24981780.44,367960.7145,3283864.39,3638417.69,3567060.903,2196707.518,64753.47513,107466.3011,286855.1364,3712382.832,1227703.613,2204192.574,620915.4814,1580207.511,22261475.4,320985.1363,3344937.122,1010334.343,50335127.01,1346688.772,828924.5956,1590657.469,372315.0547,4046555.969,4699.170499,60088.48475,15020721.82,4844792.812,15144998.04,126534110.5,27111.84952,2378646.289,98787.86009,296254.4251,9314102.096,89648.63783,424993.5382,256371.7204,702498.0784,5577296.744,10795.76662,213704.4279,147201.6895,68047.6258,101088.35,3465.339656,38138.52457,10392.82475,30222.2638,38705.34143,15744.52022,17150.25817,93024.70074,35937.41354,14248.14266,18839.99011,12140.60693,57497.30175,129893.1296,435488.6621,196150.7014,31539.67765,23472.4988,11086.3058,73317.8508,491193.0407,1476354.277,1206652.678,1484179.104,845133.2405,28978.31693,60288.77191,262166.495,487442.6614,662351.0672,1242241.736,4410830.471,1480477.558,593164.3706,70672.9025,11631.97645,7369.492734,26828.22107,30659.58929,53905.46771,16162.51516,11213.96307,4456.01245,7515.915351,5764.78619,11288.71747,15210.70178,6101.170629
PI656088_lowinput,22161232.7,3782158.974,2425060.113,1659703.442,1712711.001,2216782.425,42672.43496,79867.02646,365611.392,1431055.869,545163.672,1330355.044,496152.3038,1143321.253,12878969.03,363039.728,3263505.819,632413.0802,33517196.86,632663.6376,315130.0164,846814.5914,84946.73368,2773202.379,6514.691005,48074.3051,5976417.924,2562593.788,6615883.911,118083301.2,16048.84487,1219105.8,34940.86295,197374.4008,2971453.67,16394.63246,223143.828,93625.76081,241508.5805,1610637.968,7383.378906,79501.21425,41800.86371,13833.39345,26511.47574,1280.66932,5967.876653,4284.848509,41202.79529,28095.46523,9897.506851,1698.605489,81928.45023,34024.02259,24503.38899,3040.819158,954.9309926,2293.51609,132135.3648,213977.1899,83335.96472,8770.907609,5261.666682,3760.782966,35555.92348,176654.4328,405923.3492,716530.7431,853651.8754,677165.7626,5549.062227,56670.01752,232346.5786,581111.9003,1540001.384,1217839.987,3794049.849,2003656.35,1091869.647,41367.84879,3338.049481,6081.710402,15833.64994,28118.13402,126212.9571,14116.16944,5262.157077,1477.268035,2134.858619,1740.06628,4026.91166,4518.647457,2970.772698
PI656089_control,27564716.11,372464.2365,4218404.508,3733103.525,4756887.868,1554419.899,42973.05387,154012.1372,476816.8895,4646774.014,1028705.076,1853642.208,1220628.311,2441643.076,18964362.36,521474.9991,2946964.51,1170040.66,40288133.21,1622026.989,809939.7775,1656467.809,361045.207,4016349.17,622.11732,161455.6593,14222033.3,6339866.157,12056949.97,152829030.7,24628.05576,2138384.934,164093.3216,458863.3648,6660973.471,64647.59454,312712.4529,258556.1837,536700.4854,3661597.795,11394.12411,384643.132,219682.4136,72785.19873,112761.4486,5261.576768,35301.09318,18705.8768,27671.87173,20799.53165,19743.49738,10923.58716,94476.39434,19534.10037,23515.97664,12170.64534,14486.09471,27082.46744,80006.92959,311986.4615,132576.7917,30071.39293,12892.9896,5075.982681,37630.47013,297755.3673,689590.1739,894055.9805,867799.2313,431684.997,16350.39814,14325.43381,125740.4726,276216.1716,344585.6386,921552.9659,2452550.66,572846.4784,218598.7574,70146.07662,6028.472307,5801.742057,24565.55406,31865.63295,29844.9514,5192.929523,4350.663755,2074.356964,3499.172095,2359.734562,5755.388785,7330.645698,2320.894951
PI656089_lowinput,21167224.07,3658172.997,2184102.106,1564963.118,1996309.476,2895123.038,55956.57522,83429.16298,300718.4833,1604081.321,788629.1693,2163009.502,508315.0299,1182841.613,12156965.12,309048.8375,2656721.483,745561.4045,32577877.9,559712.1085,321805.4467,779786.434,84230.32688,2636883.29,3615.311635,20975.36598,5705286.031,2309490.759,5491860.066,117573851.7,15897.58819,1307558.635,33835.24695,189059.6266,3202158.614,18136.58199,218809.5447,92513.04206,251857.8362,1581963.166,6254.24253,161325.0201,60678.25688,30561.07941,59320.14743,2651.533911,15868.78051,23124.01884,55455.74083,69777.44354,53086.34463,1719.957312,77613.83459,104866.2144,67167.44833,7243.60618,1611.186002,3095.219964,125121.1064,230954.0268,116524.3669,14980.73472,6164.608249,3559.08997,41329.923,188947.7055,415746.9207,786211.2327,1116765.41,895957.1251,13854.32637,93040.30364,257555.6686,643150.9221,1583979.023,1306815.187,5219585.084,2203676.545,1040694.279,21044.03835,5497.812247,3437.831837,18760.18804,17443.2658,129718.2989,16885.99259,3270.819901,1511.301426,2134.630313,1614.447633,2051.001061,2230.449828,1639.097347
PI656090_control,23284477.99,286892.6496,3157434.488,3010359.185,2712354.24,1474178.321,56830.26879,90437.88901,355974.8578,3019047.856,979935.4971,1721004.42,578041.3293,1334692.116,16870132.3,294037.8961,1275664.731,806059.4159,38586081.69,1012780.958,740884.8899,1236515.32,346202.2481,3978059.978,229.8157674,81926.30419,9549571.653,4457078.582,10293372.51,148516188.7,13541.44144,1861955.592,86121.03445,246962.0411,5400126.776,51997.94847,235866.6332,163994.5865,354438.8882,2975270.356,13648.8193,317714.4695,204334.7765,81767.91136,130568.6171,6260.707304,48061.24225,19158.59638,37415.57457,42993.71796,28795.15551,4896.554551,159774.185,31705.71262,29198.12302,28288.89688,4167.955692,10736.76679,120330.5586,273962.2188,140456.8724,21714.29239,11295.03166,4683.977314,77935.67468,460823.7117,1143325.995,851161.4046,971943.0087,610590.0696,52904.85226,72394.09184,372846.3243,503211.0692,548209.9471,1107750.023,3183019.776,913795.3088,362686.4389,18439.23989,8552.944825,9051.837655,21955.87756,23854.48388,28414.931,21507.56348,4499.826135,4355.184459,2838.787334,2920.309916,4409.135957,6620.341819,2204.174275
PI656090_lowinput,20621921.32,3826266.436,2484754.692,1513212.167,1814817.922,3220008.09,47504.03553,76057.31744,325600.6606,1273983.651,669306.2771,1525790.425,339891.0113,977650.0751,11811514.51,295062.9352,3305386.824,683588.7128,33047772.06,623821.6442,272791.9111,827521.2294,75679.31815,2371239.638,4918.314784,22283.73971,4598417.348,2330320.949,5464597.596,111924062.3,14342.8739,1053183.62,22745.26538,203459.9317,2944391.953,14821.7008,238538.2773,88198.52627,235379.7459,1484046.545,6759.011495,66430.62981,44867.44121,17244.34551,26430.92779,1829.92979,13117.5707,10523.15193,46371.07327,32248.60812,20852.08814,1240.282577,83485.52304,55841.36472,19040.29145,3542.917218,1153.497412,2462.938764,105885.1371,165601.2466,90532.41012,8422.600058,6983.721919,5231.856582,37125.25231,156692.4522,317771.3469,672895.9354,1044754.542,925061.3007,13973.17565,71529.53998,260856.0763,590298.0918,1778959.622,1496956.732,5677069.58,3537477.675,1808137.25,30703.57923,5967.971302,5200.933832,19782.35981,24546.41208,154816.4376,20623.43073,4618.013949,1567.160385,2288.840396,1906.553003,3724.194363,6814.181116,3437.080338
